AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
State,Oklahoma,All,2019-20,41,7.1,7.1,0,52,0,52,730,97.40%
State,Oklahoma,All,2019-20,42,7.5,7.5,0,61,0,61,809,> 100%
State,Oklahoma,All,2019-20,43,6.8,6.8,2,48,0,50,731,97.50%
State,Oklahoma,All,2019-20,44,7.1,7.1,1,52,0,53,749,99.90%
State,Oklahoma,All,2019-20,45,6.7,6.7,0,57,0,57,848,> 100%
State,Oklahoma,All,2019-20,46,8.6,8.6,1,70,0,71,828,> 100%
State,Oklahoma,All,2019-20,47,7.7,7.7,1,61,0,62,804,> 100%
State,Oklahoma,All,2019-20,48,9,9,1,71,0,72,800,> 100%
State,Oklahoma,All,2019-20,49,10.7,10.7,0,84,0,84,788,> 100%
State,Oklahoma,All,2019-20,50,9.1,9.1,1,76,0,77,847,> 100%
State,Oklahoma,All,2019-20,51,8.5,8.5,3,69,0,72,845,> 100%
State,Oklahoma,All,2019-20,52,9.7,9.7,4,74,0,78,807,> 100%
State,Oklahoma,All,2019-20,1,9.6,9.6,7,82,0,89,929,> 100%
State,Oklahoma,All,2019-20,2,9.1,9.1,9,69,0,78,855,> 100%
State,Oklahoma,All,2019-20,3,9.3,9.3,5,76,1,81,871,> 100%
State,Oklahoma,All,2019-20,4,9.6,9.6,1,79,0,80,833,> 100%
State,Oklahoma,All,2019-20,5,10.6,10.6,8,82,0,90,847,> 100%
State,Oklahoma,All,2019-20,6,8.2,8.2,7,61,0,68,832,> 100%
State,Oklahoma,All,2019-20,7,11.3,11.3,9,85,0,94,835,> 100%
State,Oklahoma,All,2019-20,8,10.2,10.2,7,79,0,86,847,> 100%
State,Oklahoma,All,2019-20,9,11.3,11.3,17,79,0,96,852,> 100%
State,Oklahoma,All,2019-20,10,11.3,11.4,19,73,1,93,817,> 100%
State,Oklahoma,All,2019-20,11,11.6,11.6,18,77,0,95,819,> 100%
State,Oklahoma,All,2019-20,12,10.6,11.1,7,83,7,94,850,> 100%
State,Oklahoma,All,2019-20,13,11.1,12.7,11,85,19,110,868,> 100%
State,Oklahoma,All,2019-20,14,13.1,15.8,5,98,40,124,787,> 100%
State,Oklahoma,All,2019-20,15,13.5,16.1,3,115,52,141,876,> 100%
State,Oklahoma,All,2019-20,16,11.4,14.9,2,91,49,122,817,> 100%
State,Oklahoma,All,2019-20,17,9.1,13.6,2,71,48,109,799,> 100%
State,Oklahoma,All,2019-20,18,9.1,12.4,1,70,46,97,782,> 100%
State,Oklahoma,All,2019-20,19,8.9,10.8,0,71,29,87,802,> 100%
State,Oklahoma,All,2019-20,20,8.6,10.9,1,63,20,81,746,99.50%
State,Oklahoma,All,2019-20,21,8.7,10.3,0,72,24,85,829,> 100%
State,Oklahoma,All,2019-20,22,7,9.1,0,53,26,69,759,> 100%
State,Oklahoma,All,2019-20,23,6.9,8.2,1,56,15,68,825,> 100%
State,Oklahoma,All,2019-20,24,8.5,10.3,0,67,18,81,786,> 100%
State,Oklahoma,All,2019-20,25,8.3,9.5,0,63,18,72,758,> 100%
State,Oklahoma,All,2019-20,26,8.3,10,0,65,18,78,780,> 100%
State,Oklahoma,All,2019-20,27,6.8,8.7,0,55,28,71,814,> 100%
State,Oklahoma,All,2019-20,28,8.3,11.3,0,66,40,90,793,> 100%
State,Oklahoma,All,2019-20,29,7.9,10.9,0,64,49,89,813,> 100%
State,Oklahoma,All,2019-20,30,9.5,13.6,1,86,71,125,919,> 100%
State,Oklahoma,All,2019-20,31,10.5,16.6,0,97,86,153,922,> 100%
State,Oklahoma,All,2019-20,32,10.3,16.5,0,86,80,138,837,> 100%
State,Oklahoma,All,2019-20,33,11.9,18.8,0,106,102,167,890,> 100%
State,Oklahoma,All,2019-20,34,10.5,16,0,95,82,145,904,> 100%
State,Oklahoma,All,2019-20,35,9.2,15.9,1,78,92,137,859,> 100%
State,Oklahoma,All,2019-20,36,9.8,15.9,0,84,85,136,856,> 100%
State,Oklahoma,All,2019-20,37,11.9,17,1,97,86,140,825,> 100%
State,Oklahoma,All,2019-20,38,9.5,16,0,78,84,132,825,> 100%
State,Oklahoma,All,2019-20,39,11.5,16.9,0,110,92,161,955,> 100%
State,Oregon,All,2019-20,40,4.3,4.3,0,31,0,31,724,> 100%
State,Oregon,All,2019-20,41,4.8,4.8,0,33,0,33,681,> 100%
State,Oregon,All,2019-20,42,4.3,4.3,0,32,0,32,742,> 100%
State,Oregon,All,2019-20,43,4.7,4.7,0,34,0,34,731,> 100%
State,Oregon,All,2019-20,44,3.6,3.6,0,26,0,26,718,> 100%
State,Oregon,All,2019-20,45,5,5,0,38,0,38,763,> 100%
State,Oregon,All,2019-20,46,4.4,4.4,1,32,0,33,749,> 100%
State,Oregon,All,2019-20,47,3.7,3.7,2,24,0,26,699,> 100%
State,Oregon,All,2019-20,48,3.8,3.8,1,27,0,28,728,> 100%
State,Oregon,All,2019-20,49,4.8,4.8,1,33,0,34,715,> 100%
State,Oregon,All,2019-20,50,4.6,4.6,0,35,0,35,756,> 100%
State,Oregon,All,2019-20,51,4.6,4.6,0,34,0,34,746,> 100%
State,Oregon,All,2019-20,52,5.4,5.4,1,39,0,40,741,> 100%
State,Oregon,All,2019-20,1,7.2,7.2,11,42,0,53,741,> 100%
State,Oregon,All,2019-20,2,5.6,5.6,5,38,0,43,764,> 100%
State,Oregon,All,2019-20,3,7.6,7.6,8,51,0,59,776,> 100%
State,Oregon,All,2019-20,4,5.3,5.3,6,34,0,40,751,> 100%
State,Oregon,All,2019-20,5,5.3,5.3,5,33,0,38,719,> 100%
State,Oregon,All,2019-20,6,6,6,6,38,0,44,732,> 100%
State,Oregon,All,2019-20,7,5.2,5.2,1,39,0,40,772,> 100%
State,Oregon,All,2019-20,8,5.6,5.6,5,36,0,41,737,> 100%
State,Oregon,All,2019-20,9,5.7,5.7,6,36,0,42,741,> 100%
State,Oregon,All,2019-20,10,5.4,5.4,10,33,0,43,798,> 100%
State,Oregon,All,2019-20,11,6.6,6.8,11,38,3,51,748,> 100%
State,Oregon,All,2019-20,12,7.3,7.3,4,53,3,57,779,> 100%
State,Oregon,All,2019-20,13,6.6,7.7,5,46,14,60,776,> 100%
State,Oregon,All,2019-20,14,7,8.9,2,52,25,69,774,> 100%
State,Oregon,All,2019-20,15,7.3,9.1,1,55,25,70,769,> 100%
State,Oregon,All,2019-20,16,5.5,7.6,0,42,26,58,763,> 100%
State,Oregon,All,2019-20,17,5.2,7.7,1,39,28,59,770,> 100%
State,Oregon,All,2019-20,18,4.9,6.6,0,35,17,47,717,> 100%
State,Oregon,All,2019-20,19,4.5,6.2,1,31,20,44,708,> 100%
State,Oregon,All,2019-20,20,4.6,5.7,0,33,13,41,714,> 100%
State,Oregon,All,2019-20,21,3.5,4.2,0,26,6,31,739,> 100%
State,Oregon,All,2019-20,22,3.4,4.3,0,25,10,32,746,> 100%
State,Oregon,All,2019-20,23,4.6,5.5,1,30,7,37,671,99.50%
State,Oregon,All,2019-20,24,3.6,5.3,1,25,15,38,715,> 100%
State,Oregon,All,2019-20,25,4.7,5.9,0,34,11,42,716,> 100%
State,Oregon,All,2019-20,26,4.8,6.1,0,33,14,42,688,> 100%
State,Oregon,All,2019-20,27,3.7,5.7,0,28,20,43,756,> 100%
State,Oregon,All,2019-20,28,4.5,6.3,0,33,16,46,734,> 100%
State,Oregon,All,2019-20,29,3.9,6.7,0,30,31,51,765,> 100%
State,Oregon,All,2019-20,30,5.4,7.9,0,40,30,58,736,> 100%
State,Oregon,All,2019-20,31,4.2,7.2,0,30,35,52,722,> 100%
State,Oregon,All,2019-20,32,3.5,6.3,0,27,33,49,775,> 100%
State,Oregon,All,2019-20,33,3.8,6.4,0,30,33,50,784,> 100%
State,Oregon,All,2019-20,34,4.6,6.3,0,36,25,50,789,> 100%
State,Oregon,All,2019-20,35,4.7,7.4,0,35,34,55,742,> 100%
State,Oregon,All,2019-20,36,4.6,6.6,0,33,21,47,714,> 100%
State,Oregon,All,2019-20,37,4,6.4,0,29,25,47,732,> 100%
State,Oregon,All,2019-20,38,4.8,6.2,0,38,19,49,788,> 100%
State,Oregon,All,2019-20,39,4.3,5.9,0,31,21,43,729,> 100%
State,Pennsylvania,All,2019-20,40,4.6,4.6,2,107,0,109,"2,370",94%
State,Pennsylvania,All,2019-20,41,4.1,4.1,0,101,0,101,"2,462",97.60%
State,Pennsylvania,All,2019-20,42,5.4,5.4,0,143,0,143,"2,625",> 100%
State,Pennsylvania,All,2019-20,43,5.1,5.1,0,130,0,130,"2,561",> 100%
State,Pennsylvania,All,2019-20,44,4.5,4.5,3,112,0,115,"2,549",> 100%
State,Pennsylvania,All,2019-20,45,4.7,4.7,0,121,0,121,"2,601",> 100%
State,Pennsylvania,All,2019-20,46,5.2,5.2,2,140,0,142,"2,711",> 100%
State,Pennsylvania,All,2019-20,47,4.5,4.5,1,115,0,116,"2,574",> 100%
State,Pennsylvania,All,2019-20,48,4.1,4.1,0,109,0,109,"2,643",> 100%
State,Pennsylvania,All,2019-20,49,4.6,4.6,0,125,0,125,"2,689",> 100%
State,Pennsylvania,All,2019-20,50,4.8,4.8,2,130,0,132,"2,750",> 100%
State,Pennsylvania,All,2019-20,51,4.9,4.9,4,132,0,136,"2,769",> 100%
State,Pennsylvania,All,2019-20,52,5.1,5.1,4,138,0,142,"2,760",> 100%
State,Pennsylvania,All,2019-20,1,6.7,6.7,17,168,0,185,"2,772",> 100%
State,Pennsylvania,All,2019-20,2,6.1,6.1,19,153,0,172,"2,812",> 100%
State,Pennsylvania,All,2019-20,3,6.2,6.2,14,162,0,176,"2,848",> 100%
State,Pennsylvania,All,2019-20,4,7.2,7.2,20,178,0,198,"2,769",> 100%
State,Pennsylvania,All,2019-20,5,6.5,6.5,12,167,0,179,"2,767",> 100%
State,Pennsylvania,All,2019-20,6,5.8,5.8,19,142,0,161,"2,771",> 100%
State,Pennsylvania,All,2019-20,7,7,7,24,170,0,194,"2,780",> 100%
State,Pennsylvania,All,2019-20,8,6.1,6.1,20,143,0,163,"2,687",> 100%
State,Pennsylvania,All,2019-20,9,6.3,6.3,27,147,0,174,"2,755",> 100%
State,Pennsylvania,All,2019-20,10,6.7,6.7,38,147,0,185,"2,761",> 100%
State,Pennsylvania,All,2019-20,11,7.5,7.5,40,170,0,210,"2,802",> 100%
State,Pennsylvania,All,2019-20,12,8.1,8.2,28,183,5,214,"2,601",> 100%
State,Pennsylvania,All,2019-20,13,8.4,9.4,21,208,53,255,"2,715",> 100%
State,Pennsylvania,All,2019-20,14,9.5,13.7,11,271,210,409,"2,980",> 100%
State,Pennsylvania,All,2019-20,15,13.9,24.2,5,472,627,833,"3,443",> 100%
State,Pennsylvania,All,2019-20,16,13.9,29.2,4,513,914,"1,089","3,724",> 100%
State,Pennsylvania,All,2019-20,17,14.7,31.9,3,555,"1,069","1,213","3,806",> 100%
State,Pennsylvania,All,2019-20,18,12.6,30.3,0,448,934,"1,077","3,553",> 100%
State,Pennsylvania,All,2019-20,19,13,28,1,442,829,958,"3,416",> 100%
State,Pennsylvania,All,2019-20,20,10.8,25,1,351,710,810,"3,245",> 100%
State,Pennsylvania,All,2019-20,21,10.4,21.4,1,306,509,635,"2,962",> 100%
State,Pennsylvania,All,2019-20,22,7.9,16.3,0,219,359,454,"2,789",> 100%
State,Pennsylvania,All,2019-20,23,6.4,13.6,0,173,273,370,"2,716",> 100%
State,Pennsylvania,All,2019-20,24,6.6,12.1,0,169,208,308,"2,543",> 100%
State,Pennsylvania,All,2019-20,25,6,10.7,0,155,176,278,"2,593",> 100%
State,Pennsylvania,All,2019-20,26,5,9.4,1,126,143,238,"2,537",> 100%
State,Pennsylvania,All,2019-20,27,5.4,9.1,0,138,134,232,"2,554",> 100%
State,Pennsylvania,All,2019-20,28,5.4,8.6,0,142,123,227,"2,647",> 100%
State,Pennsylvania,All,2019-20,29,4.7,7.8,0,120,110,201,"2,564",> 100%
State,Pennsylvania,All,2019-20,30,4.6,7,0,114,91,176,"2,504",99.30%
State,Pennsylvania,All,2019-20,31,5.4,7.9,0,141,103,207,"2,635",> 100%
State,Pennsylvania,All,2019-20,32,5.4,9.2,0,137,139,234,"2,534",> 100%
State,Pennsylvania,All,2019-20,33,4.7,8,0,126,131,213,"2,653",> 100%
State,Pennsylvania,All,2019-20,34,5.5,7.8,0,143,99,204,"2,609",> 100%
State,Pennsylvania,All,2019-20,35,5.4,7.8,0,138,101,200,"2,573",> 100%
State,Pennsylvania,All,2019-20,36,4.6,7,0,119,88,182,"2,600",> 100%
State,Pennsylvania,All,2019-20,37,4.6,7.3,0,120,98,189,"2,593",> 100%
State,Pennsylvania,All,2019-20,38,5.3,7.5,0,138,87,196,"2,609",> 100%
State,Pennsylvania,All,2019-20,39,4.6,6.8,0,122,91,183,"2,681",> 100%
State,Rhode Island,All,2019-20,40,3.8,3.8,0,7,0,7,184,97%
State,Rhode Island,All,2019-20,41,6.8,6.8,0,13,0,13,192,> 100%
State,Rhode Island,All,2019-20,42,5.1,5.1,0,10,0,10,196,> 100%
State,Rhode Island,All,2019-20,43,6.7,6.7,0,12,0,12,178,93.80%
State,Rhode Island,All,2019-20,44,5.3,5.3,0,10,0,10,190,> 100%
State,Rhode Island,All,2019-20,45,4.2,4.2,0,8,0,8,189,99.60%
State,Rhode Island,All,2019-20,46,3.8,3.8,0,7,0,7,186,98%
State,Rhode Island,All,2019-20,47,5.1,5.1,0,11,0,11,217,> 100%
State,Rhode Island,All,2019-20,48,5.3,5.3,0,11,0,11,206,> 100%
State,Rhode Island,All,2019-20,49,6.5,6.5,0,14,0,14,216,> 100%
State,Rhode Island,All,2019-20,50,5.6,5.6,0,10,0,10,179,94.30%
State,Rhode Island,All,2019-20,51,6.1,6.1,1,12,0,13,214,> 100%
State,Rhode Island,All,2019-20,52,4.2,4.2,0,9,0,9,214,> 100%
State,Rhode Island,All,2019-20,1,7.1,7.1,1,15,0,16,225,> 100%
State,Rhode Island,All,2019-20,2,11.1,11.1,4,18,0,22,199,> 100%
State,Rhode Island,All,2019-20,3,4.4,4.4,2,7,0,9,205,> 100%
State,Rhode Island,All,2019-20,4,8.2,8.2,1,15,0,16,195,> 100%
State,Rhode Island,All,2019-20,5,4.2,4.2,3,6,0,9,216,> 100%
State,Rhode Island,All,2019-20,6,1.3,1.3,1,2,0,3,233,> 100%
State,Rhode Island,All,2019-20,7,9,9,4,13,0,17,189,99.60%
State,Rhode Island,All,2019-20,8,4.1,4.1,3,5,0,8,196,> 100%
State,Rhode Island,All,2019-20,9,7,7,1,15,0,16,228,> 100%
State,Rhode Island,All,2019-20,10,8.3,8.3,2,18,0,20,241,> 100%
State,Rhode Island,All,2019-20,11,6.8,6.8,3,10,0,13,191,> 100%
State,Rhode Island,All,2019-20,12,9.6,9.6,2,18,0,20,209,> 100%
State,Rhode Island,All,2019-20,13,6.1,7.1,0,12,3,14,197,> 100%
State,Rhode Island,All,2019-20,14,9.4,16.1,2,19,22,36,224,> 100%
State,Rhode Island,All,2019-20,15,12.2,26,1,29,51,64,246,> 100%
State,Rhode Island,All,2019-20,16,17,37.8,0,46,92,102,270,> 100%
State,Rhode Island,All,2019-20,17,17.4,39.1,0,48,96,108,276,> 100%
State,Rhode Island,All,2019-20,18,18.8,42.6,1,59,122,136,319,> 100%
State,Rhode Island,All,2019-20,19,14.5,38.4,0,54,135,143,372,> 100%
State,Rhode Island,All,2019-20,20,18.1,39.9,0,53,109,117,293,> 100%
State,Rhode Island,All,2019-20,21,20.4,42.6,0,54,98,113,265,> 100%
State,Rhode Island,All,2019-20,22,16.5,32.6,0,40,73,79,242,> 100%
State,Rhode Island,All,2019-20,23,12,26.5,0,28,53,62,234,> 100%
State,Rhode Island,All,2019-20,24,8.3,17.1,0,17,26,35,205,> 100%
State,Rhode Island,All,2019-20,25,8.4,17.3,0,19,33,39,226,> 100%
State,Rhode Island,All,2019-20,26,9.3,14.9,0,18,21,29,194,> 100%
State,Rhode Island,All,2019-20,27,8.3,14.8,0,14,19,25,169,89%
State,Rhode Island,All,2019-20,28,5.8,11.6,0,10,13,20,173,91.20%
State,Rhode Island,All,2019-20,29,3.3,7.1,0,6,9,13,182,95.90%
State,Rhode Island,All,2019-20,30,8.6,11.4,0,15,8,20,175,92.20%
State,Rhode Island,All,2019-20,31,4.1,5.1,0,8,5,10,196,> 100%
State,Rhode Island,All,2019-20,32,7.5,10.1,0,15,9,20,199,> 100%
State,Rhode Island,All,2019-20,33,4,7.5,0,8,8,15,200,> 100%
State,Rhode Island,All,2019-20,34,7.1,13.1,0,14,16,26,198,> 100%
State,Rhode Island,All,2019-20,35,3.8,6.5,0,7,7,12,184,97%
State,Rhode Island,All,2019-20,36,3.6,8.7,0,7,11,17,196,> 100%
State,Rhode Island,All,2019-20,37,5.4,7.5,0,10,10,14,186,98%
State,Rhode Island,All,2019-20,38,10.2,14,0,19,16,26,186,98%
State,Rhode Island,All,2019-20,39,5.4,7.8,0,11,10,16,205,> 100%
State,South Carolina,All,2019-20,40,4.2,4.2,1,40,0,41,975,> 100%
State,South Carolina,All,2019-20,41,4.6,4.6,0,43,0,43,925,> 100%
State,South Carolina,All,2019-20,42,5.3,5.3,0,48,0,48,911,> 100%
State,South Carolina,All,2019-20,43,5.7,5.7,0,56,0,56,985,> 100%
State,South Carolina,All,2019-20,44,5,5,0,48,0,48,966,> 100%
State,South Carolina,All,2019-20,45,5.5,5.5,1,51,0,52,949,> 100%
State,South Carolina,All,2019-20,46,6.8,6.8,1,64,0,65,955,> 100%
State,South Carolina,All,2019-20,47,6.4,6.4,2,61,0,63,992,> 100%
State,South Carolina,All,2019-20,48,5.8,5.8,2,58,0,60,"1,027",> 100%
State,South Carolina,All,2019-20,49,5.8,5.8,4,58,0,62,"1,073",> 100%
State,South Carolina,All,2019-20,50,5.8,5.8,1,61,0,62,"1,074",> 100%
State,South Carolina,All,2019-20,51,6.1,6.1,0,66,0,66,"1,075",> 100%
State,South Carolina,All,2019-20,52,6.2,6.2,6,58,0,64,"1,036",> 100%
State,South Carolina,All,2019-20,1,9.2,9.2,15,87,0,102,"1,103",> 100%
State,South Carolina,All,2019-20,2,7.1,7.1,10,69,0,79,"1,111",> 100%
State,South Carolina,All,2019-20,3,7.7,7.7,10,74,0,84,"1,090",> 100%
State,South Carolina,All,2019-20,4,6.2,6.2,10,56,0,66,"1,064",> 100%
State,South Carolina,All,2019-20,5,7.2,7.2,12,62,0,74,"1,029",> 100%
State,South Carolina,All,2019-20,6,7.1,7.1,17,62,0,79,"1,106",> 100%
State,South Carolina,All,2019-20,7,8.4,8.4,16,69,0,85,"1,014",> 100%
State,South Carolina,All,2019-20,8,5.5,5.5,9,49,0,58,"1,058",> 100%
State,South Carolina,All,2019-20,9,6.6,6.6,8,63,0,71,"1,068",> 100%
State,South Carolina,All,2019-20,10,7.1,7.1,9,74,0,83,"1,165",> 100%
State,South Carolina,All,2019-20,11,5.9,5.9,9,57,0,66,"1,112",> 100%
State,South Carolina,All,2019-20,12,6.5,6.5,11,59,3,70,"1,082",> 100%
State,South Carolina,All,2019-20,13,8.3,9.4,4,84,18,100,"1,059",> 100%
State,South Carolina,All,2019-20,14,8.7,10.5,1,93,39,113,"1,077",> 100%
State,South Carolina,All,2019-20,15,7.5,10.8,2,83,60,123,"1,140",> 100%
State,South Carolina,All,2019-20,16,7.5,11.1,1,79,56,118,"1,067",> 100%
State,South Carolina,All,2019-20,17,7.8,11.5,0,82,62,121,"1,052",> 100%
State,South Carolina,All,2019-20,18,9.3,13.4,1,96,68,140,"1,045",> 100%
State,South Carolina,All,2019-20,19,9.2,12.6,0,99,71,136,"1,078",> 100%
State,South Carolina,All,2019-20,20,6.5,9.6,0,72,63,107,"1,112",> 100%
State,South Carolina,All,2019-20,21,5.1,8.5,0,54,55,90,"1,053",> 100%
State,South Carolina,All,2019-20,22,6.8,10.9,0,72,67,116,"1,061",> 100%
State,South Carolina,All,2019-20,23,8.2,11.9,0,87,68,126,"1,063",> 100%
State,South Carolina,All,2019-20,24,6.9,9.6,0,76,50,106,"1,100",> 100%
State,South Carolina,All,2019-20,25,6.7,10.3,0,71,61,109,"1,058",> 100%
State,South Carolina,All,2019-20,26,7.7,12.8,1,84,89,141,"1,104",> 100%
State,South Carolina,All,2019-20,27,8.8,15.1,0,105,129,179,"1,188",> 100%
State,South Carolina,All,2019-20,28,9.4,16.5,0,116,146,203,"1,230",> 100%
State,South Carolina,All,2019-20,29,10.9,21.6,0,149,232,294,"1,362",> 100%
State,South Carolina,All,2019-20,30,14.2,27.2,0,195,318,374,"1,373",> 100%
State,South Carolina,All,2019-20,31,14.5,25.9,1,197,295,354,"1,366",> 100%
State,South Carolina,All,2019-20,32,14.4,24.7,0,201,273,346,"1,399",> 100%
State,South Carolina,All,2019-20,33,11.9,22.3,0,161,247,300,"1,348",> 100%
State,South Carolina,All,2019-20,34,10.9,20.4,0,131,200,245,"1,199",> 100%
State,South Carolina,All,2019-20,35,13,21.2,0,164,205,267,"1,261",> 100%
State,South Carolina,All,2019-20,36,11.2,19.7,1,140,192,248,"1,260",> 100%
State,South Carolina,All,2019-20,37,9.4,15.5,0,115,144,189,"1,217",> 100%
State,South Carolina,All,2019-20,38,9.3,15.9,0,107,139,184,"1,155",> 100%
State,South Carolina,All,2019-20,39,10,15.9,0,117,126,186,"1,171",> 100%
State,South Dakota,All,2019-20,40,8.2,8.2,0,13,0,13,159,> 100%
State,South Dakota,All,2019-20,41,8.2,8.2,0,12,0,12,146,99.90%
State,South Dakota,All,2019-20,42,9.1,9.1,0,15,0,15,165,> 100%
State,South Dakota,All,2019-20,43,10.4,10.4,0,16,0,16,154,> 100%
State,South Dakota,All,2019-20,44,6.3,6.3,0,10,0,10,160,> 100%
State,South Dakota,All,2019-20,45,6.5,6.5,0,11,0,11,168,> 100%
State,South Dakota,All,2019-20,46,5.5,5.5,0,10,0,10,183,> 100%
State,South Dakota,All,2019-20,47,3.4,3.4,0,6,0,6,174,> 100%
State,South Dakota,All,2019-20,48,7.4,7.4,0,10,0,10,136,93%
State,South Dakota,All,2019-20,49,9.8,9.8,0,17,0,17,173,> 100%
State,South Dakota,All,2019-20,50,6.2,6.2,0,9,0,9,145,99.20%
State,South Dakota,All,2019-20,51,10.1,10.1,0,15,0,15,149,> 100%
State,South Dakota,All,2019-20,52,6.5,6.5,1,10,0,11,170,> 100%
State,South Dakota,All,2019-20,1,10.2,10.2,1,17,0,18,176,> 100%
State,South Dakota,All,2019-20,2,9.4,9.4,1,14,0,15,159,> 100%
State,South Dakota,All,2019-20,3,9.6,9.6,1,15,0,16,167,> 100%
State,South Dakota,All,2019-20,4,8.4,8.4,2,11,0,13,155,> 100%
State,South Dakota,All,2019-20,5,6,6,0,10,0,10,167,> 100%
State,South Dakota,All,2019-20,6,13.4,13.4,3,17,0,20,149,> 100%
State,South Dakota,All,2019-20,7,6.8,6.8,3,9,0,12,177,> 100%
State,South Dakota,All,2019-20,8,5.6,5.6,2,8,0,10,177,> 100%
State,South Dakota,All,2019-20,9,5.8,5.8,2,7,0,9,156,> 100%
State,South Dakota,All,2019-20,10,10.4,10.4,3,17,0,20,193,> 100%
State,South Dakota,All,2019-20,11,7.6,8.2,3,10,1,14,170,> 100%
State,South Dakota,All,2019-20,12,6.9,6.9,0,11,0,11,159,> 100%
State,South Dakota,All,2019-20,13,10.4,11,0,16,1,17,154,> 100%
State,South Dakota,All,2019-20,14,11.8,12.4,1,19,3,21,170,> 100%
State,South Dakota,All,2019-20,15,9.3,10,1,13,1,15,150,> 100%
State,South Dakota,All,2019-20,16,5.7,6.9,1,8,2,11,159,> 100%
State,South Dakota,All,2019-20,17,6.4,8.1,0,11,4,14,172,> 100%
State,South Dakota,All,2019-20,18,10.9,17.3,2,15,17,27,156,> 100%
State,South Dakota,All,2019-20,19,9,14,0,16,15,25,178,> 100%
State,South Dakota,All,2019-20,20,8.7,11.3,1,12,8,17,150,> 100%
State,South Dakota,All,2019-20,21,10.1,13.9,0,16,11,22,158,> 100%
State,South Dakota,All,2019-20,22,7.3,12,0,11,9,18,150,> 100%
State,South Dakota,All,2019-20,23,9,11,0,13,7,16,145,99.20%
State,South Dakota,All,2019-20,24,7.2,9.8,0,11,9,15,153,> 100%
State,South Dakota,All,2019-20,25,5.8,8.8,0,10,10,15,171,> 100%
State,South Dakota,All,2019-20,26,3.9,7.8,0,6,9,12,153,> 100%
State,South Dakota,All,2019-20,27,6.5,8.4,0,10,7,13,154,> 100%
State,South Dakota,All,2019-20,28,8.9,13.7,0,15,14,23,168,> 100%
State,South Dakota,All,2019-20,29,6.5,8.4,0,10,6,13,155,> 100%
State,South Dakota,All,2019-20,30,8.5,13.3,0,14,13,22,165,> 100%
State,South Dakota,All,2019-20,31,7.6,11,0,11,8,16,145,99.20%
State,South Dakota,All,2019-20,32,5.1,7.9,0,9,7,14,177,> 100%
State,South Dakota,All,2019-20,33,8.1,11.5,0,12,9,17,148,> 100%
State,South Dakota,All,2019-20,34,7.8,9.2,1,11,5,14,153,> 100%
State,South Dakota,All,2019-20,35,4.4,8.9,0,8,10,16,180,> 100%
State,South Dakota,All,2019-20,36,9.5,14,0,19,17,28,200,> 100%
State,South Dakota,All,2019-20,37,5.3,11.1,0,9,17,19,171,> 100%
State,South Dakota,All,2019-20,38,10.5,17.4,0,18,22,30,172,> 100%
State,South Dakota,All,2019-20,39,11.2,19.6,0,20,29,35,179,> 100%
State,Tennessee,All,2019-20,40,5.6,5.6,1,72,0,73,"1,307",> 100%
State,Tennessee,All,2019-20,41,3.7,3.7,0,48,0,48,"1,292",> 100%
State,Tennessee,All,2019-20,42,6.1,6.1,0,84,0,84,"1,380",> 100%
State,Tennessee,All,2019-20,43,5.4,5.4,2,76,0,78,"1,446",> 100%
State,Tennessee,All,2019-20,44,4.7,4.7,0,61,0,61,"1,305",> 100%
State,Tennessee,All,2019-20,45,5.4,5.4,1,76,0,77,"1,428",> 100%
State,Tennessee,All,2019-20,46,5.4,5.4,0,75,0,75,"1,386",> 100%
State,Tennessee,All,2019-20,47,6.4,6.4,1,90,0,91,"1,424",> 100%
State,Tennessee,All,2019-20,48,5.9,5.9,5,77,0,82,"1,396",> 100%
State,Tennessee,All,2019-20,49,7.4,7.4,7,103,0,110,"1,490",> 100%
State,Tennessee,All,2019-20,50,8.6,8.6,7,121,0,128,"1,486",> 100%
State,Tennessee,All,2019-20,51,7.1,7.1,9,94,0,103,"1,445",> 100%
State,Tennessee,All,2019-20,52,8.7,8.7,12,121,0,133,"1,530",> 100%
State,Tennessee,All,2019-20,1,9.2,9.2,23,121,0,144,"1,559",> 100%
State,Tennessee,All,2019-20,2,10.7,10.7,27,145,0,172,"1,601",> 100%
State,Tennessee,All,2019-20,3,9.9,9.9,16,132,0,148,"1,498",> 100%
State,Tennessee,All,2019-20,4,8.6,8.6,18,106,0,124,"1,446",> 100%
State,Tennessee,All,2019-20,5,8.7,8.7,12,118,0,130,"1,497",> 100%
State,Tennessee,All,2019-20,6,8.2,8.2,14,110,0,124,"1,515",> 100%
State,Tennessee,All,2019-20,7,8.6,8.6,15,104,0,119,"1,382",> 100%
State,Tennessee,All,2019-20,8,7.1,7.1,11,91,0,102,"1,440",> 100%
State,Tennessee,All,2019-20,9,8.4,8.4,16,104,0,120,"1,427",> 100%
State,Tennessee,All,2019-20,10,8.4,8.4,13,117,0,130,"1,549",> 100%
State,Tennessee,All,2019-20,11,7.8,7.8,12,107,0,119,"1,522",> 100%
State,Tennessee,All,2019-20,12,7.9,7.9,8,106,3,114,"1,448",> 100%
